5.887849999999999682e+02	4.748231722931483887e+02
5.897630000000000337e+02	4.886313023752558138e+02
5.907100000000000364e+02	3.880718415641699153e+02
5.914980000000000473e+02	3.583587335049185754e+02
5.923450000000000273e+02	4.479200148174793412e+02
5.932200000000000273e+02	4.635635916139129336e+02
5.940389999999999873e+02	3.957365156208227290e+02
5.947690000000000055e+02	3.594362587147238060e+02
5.955339999999999918e+02	4.416994265755143942e+02
5.964880000000000564e+02	4.821253101258681113e+02
5.975430000000000064e+02	4.916130305084290626e+02
5.984579999999999700e+02	3.777309351532333608e+02
5.992240000000000464e+02	3.674796066853219259e+02
6.000360000000000582e+02	4.625600783698097302e+02
6.009769999999999754e+02	4.935253911222080774e+02
6.019729999999999563e+02	4.876296969696952601e+02
6.027830000000000155e+02	3.349193354945460896e+02
6.034859999999999900e+02	2.160383286460201475e+02
6.041649999999999636e+02	2.231270159970327143e+02
6.048970000000000482e+02	3.571430226722785619e+02
6.059400000000000546e+02	4.515319594173674886e+02
6.070900000000000318e+02	4.877590704843846652e+02
6.081710000000000491e+02	5.041712363763521125e+02
6.092590000000000146e+02	4.867901500530098815e+02
6.102980000000000018e+02	4.779818613567915691e+02
6.113110000000000355e+02	3.906526336068234855e+02
6.122509999999999764e+02	4.502852203714576831e+02
6.131399999999999864e+02	4.539839168683460002e+02
6.141299999999999955e+02	4.777316423000942791e+02
6.150979999999999563e+02	4.693933641644291583e+02
6.160470000000000255e+02	4.692648622908247944e+02
6.169470000000000027e+02	4.088175448449582632e+02
6.178240000000000691e+02	4.641577186223425429e+02
6.187590000000000146e+02	4.924551594118227626e+02
6.197670000000000528e+02	5.051560498821232272e+02
6.207090000000000600e+02	4.173511908894595877e+02
6.215149999999999864e+02	4.136832733280657521e+02
6.224110000000000582e+02	4.809846703174623599e+02
6.233890000000000100e+02	4.927912035504546679e+02
6.243120000000000118e+02	4.278554927765270577e+02
6.251390000000000100e+02	3.752580085045242413e+02
6.260199999999999818e+02	4.589902098400990553e+02
6.270059999999999718e+02	4.823102279281466735e+02
6.279370000000000118e+02	4.011597686331596719e+02
6.287459999999999809e+02	4.194437186250739842e+02
6.296900000000000546e+02	4.918130066511381528e+02
6.306960000000000264e+02	4.520890630557032068e+02
6.315020000000000664e+02	3.795140253116259714e+02
6.323790000000000191e+02	4.752564251954883616e+02
6.332860000000000582e+02	4.822488406647216834e+02
6.341639999999999873e+02	4.455039878175872445e+02
6.349690000000000509e+02	3.944914320756544157e+02
6.357789999999999964e+02	4.706452775638874755e+02
6.367110000000000127e+02	5.094767390705216599e+02
6.377179999999999609e+02	5.133019885298817826e+02
6.386649999999999636e+02	4.453723215776146276e+02
6.395049999999999955e+02	4.009248025421142643e+02
6.404540000000000646e+02	5.166895930751742299e+02
6.414030000000000200e+02	4.814742029582530449e+02
6.422050000000000409e+02	3.878972146384027724e+02
6.430260000000000673e+02	4.550742700797770226e+02
6.439479999999999791e+02	4.953518841701989572e+02
6.448899999999999864e+02	4.838895065316888804e+02
6.457000000000000455e+02	3.806760263490774037e+02
6.464149999999999636e+02	3.800486455720160848e+02
6.471270000000000664e+02	4.100727926382892861e+02
6.478029999999999973e+02	4.508187971621061934e+02
6.484940000000000282e+02	5.062108339503351431e+02
6.496180000000000518e+02	4.381165369651026253e+02
6.505120000000000573e+02	4.435126389126156141e+02
6.515360000000000582e+02	5.001614632259485802e+02
6.526080000000000609e+02	4.805850761279974677e+02
6.535829999999999700e+02	3.961133456309721055e+02
6.544519999999999982e+02	4.230520962516292798e+02
6.553990000000000009e+02	4.837995444515275949e+02
6.563740000000000236e+02	4.794407599147068595e+02
6.572699999999999818e+02	3.836493722202280310e+02
6.581119999999999663e+02	4.423616620625111295e+02
6.590270000000000437e+02	4.982023280593739969e+02
6.600020000000000664e+02	4.606462396544264379e+02
6.608329999999999700e+02	3.942742574795989867e+02
6.617129999999999654e+02	4.866808021031000635e+02
6.627050000000000409e+02	5.154696531135936084e+02
6.636699999999999591e+02	4.487226797500755993e+02
6.644730000000000700e+02	3.964525656869289492e+02
6.653379999999999654e+02	4.759040276006299450e+02
6.662899999999999636e+02	4.947708743015164714e+02
6.671770000000000209e+02	4.521820274449966064e+02
6.680380000000000109e+02	4.221983129294633272e+02
6.687880000000000109e+02	3.612761788390953939e+02
6.695679999999999836e+02	4.420358453545098314e+02
6.703980000000000246e+02	4.647383760106308159e+02
6.713120000000000118e+02	4.637491138295465021e+02
6.721250000000000000e+02	3.808693290155322302e+02
6.729470000000000027e+02	4.503262055626844926e+02
6.738640000000000327e+02	4.890201917084863226e+02
6.747620000000000573e+02	4.025828681609747264e+02
6.755679999999999836e+02	4.167153450338448692e+02
6.764220000000000255e+02	4.482062783774667878e+02
6.772609999999999673e+02	4.357645067212114895e+02
6.780370000000000346e+02	3.635695922552381489e+02
6.788410000000000082e+02	4.613873554135374206e+02
6.796699999999999591e+02	4.862345069972067790e+02
6.805380000000000109e+02	4.189531973904183815e+02
