8.405740000000000691e+02	8.632000000000000455e+02
8.413730000000000473e+02	8.507000000000000455e+02
8.421680000000000064e+02	8.636000000000000227e+02
8.429640000000000555e+02	8.112999999999999545e+02
8.437680000000000291e+02	8.541000000000000227e+02
8.445810000000000173e+02	8.742000000000000455e+02
8.454089999999999918e+02	8.707999999999999545e+02
8.462350000000000136e+02	8.730000000000000000e+02
8.470460000000000491e+02	8.352999999999999545e+02
8.478210000000000264e+02	7.437999999999999545e+02
8.485769999999999982e+02	7.543999999999999773e+02
8.493490000000000464e+02	6.755000000000000000e+02
8.501839999999999691e+02	6.882000000000000455e+02
8.511169999999999618e+02	7.042000000000000455e+02
8.520629999999999882e+02	7.950000000000000000e+02
8.529830000000000609e+02	8.248999999999999773e+02
8.538569999999999709e+02	8.843999999999999773e+02
8.546610000000000582e+02	7.406000000000000227e+02
8.554350000000000591e+02	8.647999999999999545e+02
8.562010000000000218e+02	8.242000000000000455e+02
8.569769999999999754e+02	8.310000000000000000e+02
8.577680000000000291e+02	8.392000000000000455e+02
8.585760000000000218e+02	8.993999999999999773e+02
8.593999999999999773e+02	8.676000000000000227e+02
8.602350000000000136e+02	8.817000000000000455e+02
8.610790000000000646e+02	8.533999999999999773e+02
8.618980000000000246e+02	7.831000000000000227e+02
8.627010000000000218e+02	7.247000000000000455e+02
8.635059999999999718e+02	7.428999999999999773e+02
8.643350000000000364e+02	7.863999999999999773e+02
8.651779999999999973e+02	8.551000000000000227e+02
8.660370000000000346e+02	8.975000000000000000e+02
8.668980000000000246e+02	8.313999999999999773e+02
8.677490000000000236e+02	8.183999999999999773e+02
8.685660000000000309e+02	7.753999999999999773e+02
8.693730000000000473e+02	8.442000000000000455e+02
8.701630000000000109e+02	8.630000000000000000e+02
8.709510000000000218e+02	8.307000000000000455e+02
8.717450000000000045e+02	8.602999999999999545e+02
8.725480000000000018e+02	8.218999999999999773e+02
8.733310000000000173e+02	8.085000000000000000e+02
8.741370000000000573e+02	8.942999999999999545e+02
8.749629999999999654e+02	8.163999999999999773e+02
8.758190000000000737e+02	8.632999999999999545e+02
8.766739999999999782e+02	8.458999999999999773e+02
8.775170000000000528e+02	8.777000000000000455e+02
8.783290000000000646e+02	8.652000000000000455e+02
8.791150000000000091e+02	8.358999999999999773e+02
8.799030000000000200e+02	8.198999999999999773e+02
8.806940000000000737e+02	8.667000000000000455e+02
