Baseline Data Length
395
Rows Removed	RMSSD	RMSE	Mean	SampEn
0	20.69486297827482	32.76339736914432	759.7715736040609	1.593793790734533
Original Data Length
395
Rows Removed	RMSSD	RMSE	Mean	SampEn
3.500000000000000000e+01	2.350329823521933648e+01	3.637834720083072426e+01	7.597409470752090783e+02	1.493329858052693915e+00
3.400000000000000000e+01	2.385010058783961284e+01	3.693883833822705753e+01	7.613333333333325754e+02	1.579891768340289104e+00
2.700000000000000000e+01	2.340420540418597284e+01	3.677626827437229196e+01	7.598065395095370604e+02	1.470399941911352704e+00
3.100000000000000000e+01	2.274395068623287131e+01	3.648584710417474497e+01	7.599421487603327705e+02	1.460051148019787970e+00
1.800000000000000000e+01	2.267256785927568785e+01	3.657111126262974210e+01	7.608271276595766039e+02	1.439371777300939348e+00
3.900000000000000000e+01	2.365423004179938005e+01	3.682650757789915730e+01	7.597295774647886901e+02	1.486888936478187206e+00
1.000000000000000000e+01	2.233608701832066146e+01	3.701518996200383782e+01	7.601171875000000000e+02	1.466906707088521777e+00
1.900000000000000000e+01	2.287720066268239449e+01	3.667941460819429977e+01	7.611120000000016717e+02	1.473979365618998560e+00
1.100000000000000000e+01	2.215527072600484004e+01	3.678222321249630511e+01	7.599869451697117029e+02	1.473772047280945907e+00
1.400000000000000000e+01	2.251947266427096395e+01	3.642382965911222215e+01	7.602447368421046576e+02	1.493170877463541268e+00
3.600000000000000000e+01	2.369028686775819637e+01	3.745669867689465349e+01	7.601117318435757397e+02	1.505102512191524022e+00
1.500000000000000000e+01	2.264629102865859167e+01	3.689962738047662327e+01	7.600923482849606216e+02	1.420810803076867801e+00
1.400000000000000000e+01	2.240824151064212799e+01	3.676905342096519291e+01	7.599500000000005002e+02	1.519825753744413976e+00
3.800000000000000000e+01	2.325601542657842558e+01	3.651169496833696115e+01	7.601404494382026087e+02	1.478560801394449120e+00
2.500000000000000000e+01	2.311320204333065575e+01	3.610838013438271332e+01	7.602222222222208075e+02	1.507836799700182251e+00
3.200000000000000000e+01	2.366507999311352961e+01	3.708163584306377203e+01	7.610690607734815103e+02	1.524988782710457125e+00
1.900000000000000000e+01	2.264295052673900699e+01	3.648250244828168576e+01	7.599813333333338505e+02	1.472423514849833248e+00
3.900000000000000000e+01	2.403099458127083565e+01	3.687286026123480553e+01	7.613323943661981730e+02	1.514505019938533703e+00
1.400000000000000000e+01	2.322807645114693642e+01	3.668337611374756335e+01	7.605789473684222912e+02	1.497072114187866454e+00
1.000000000000000000e+01	2.229572193741144304e+01	3.707988402365878500e+01	7.604036458333312112e+02	1.455035311708670065e+00
9.000000000000000000e+00	2.226140859200351230e+01	3.648786941719335886e+01	7.602077922077917265e+02	1.476603141224025029e+00
3.800000000000000000e+01	2.381377279323470120e+01	3.645762385312051634e+01	7.605421348314598617e+02	1.496689500376382931e+00
1.000000000000000000e+01	2.200195813740322137e+01	3.671534253914740020e+01	7.602734374999998863e+02	1.440234751265638158e+00
3.600000000000000000e+01	2.324868599642506695e+01	3.700925356042384351e+01	7.601033519553078577e+02	1.455478236331999575e+00
3.600000000000000000e+01	2.416881570663521117e+01	3.671706310948225394e+01	7.610502793296118398e+02	1.476330338421563138e+00
1.800000000000000000e+01	2.258217586210102112e+01	3.657319387687228840e+01	7.606994680851066732e+02	1.521565187127842833e+00
5.000000000000000000e+00	2.201270720176727735e+01	3.685038766284941403e+01	7.604730077120830174e+02	1.462280268097813085e+00
4.000000000000000000e+00	2.209671426912080605e+01	3.679513302864566526e+01	7.602153846153851191e+02	1.452453031370966929e+00
1.900000000000000000e+01	2.291818743941718850e+01	3.663689943213032052e+01	7.599600000000009459e+02	1.507963218434597019e+00
3.900000000000000000e+01	2.366037952616327900e+01	3.627616483166154637e+01	7.603605633802774264e+02	1.463790918468180990e+00
1.000000000000000000e+01	2.220983481258484815e+01	3.668975325219292216e+01	7.609114583333330302e+02	1.424559899198844404e+00
3.100000000000000000e+01	2.318297384381851245e+01	3.725174074594063001e+01	7.606528925619845722e+02	1.494526854892293199e+00
1.600000000000000000e+01	2.230753224126242884e+01	3.652423194716598687e+01	7.603835978835983269e+02	1.523598868521294225e+00
3.700000000000000000e+01	2.375643023537219634e+01	3.654188794808357699e+01	7.606022408963626731e+02	1.462280268097815084e+00
1.000000000000000000e+00	2.184097207600415302e+01	3.677662851314523351e+01	7.601984732824433877e+02	1.443960002969699508e+00
8.000000000000000000e+00	2.212543931620867710e+01	3.690442869582681595e+01	7.599689119171002858e+02	1.465384597057453053e+00
2.800000000000000000e+01	2.307622865130389656e+01	3.734261597798221288e+01	7.602486338797807548e+02	1.470851749147952692e+00
4.000000000000000000e+00	2.202411625146963203e+01	3.689905922909392189e+01	7.602384615384612516e+02	1.456651763058963045e+00
3.300000000000000000e+01	2.394304584727052898e+01	3.674153290037207142e+01	7.608060941828263140e+02	1.528143170040853871e+00
1.900000000000000000e+01	2.241209805077356876e+01	3.655518120443237251e+01	7.596293333333336477e+02	1.417212400523203186e+00
2.400000000000000000e+01	2.320236180857719077e+01	3.663989012777783216e+01	7.605297297297277055e+02	1.433251344207661537e+00
2.700000000000000000e+01	2.299269306598008100e+01	3.658306669192147353e+01	7.601307901907358655e+02	1.473471947700197404e+00
3.600000000000000000e+01	2.370045325714432494e+01	3.693837015862274598e+01	7.600307262569816658e+02	1.525919138691327337e+00
3.400000000000000000e+01	2.323520285710225863e+01	3.625879203723882682e+01	7.611666666666660603e+02	1.475822234757481421e+00
2.400000000000000000e+01	2.286528237769519833e+01	3.715158571854807690e+01	7.600540540540540633e+02	1.504395716053194887e+00
3.600000000000000000e+01	2.338575543836776305e+01	3.667703932479506790e+01	7.606061452513986296e+02	1.510592077797472843e+00
1.200000000000000000e+01	2.255963226371850894e+01	3.617576547614258686e+01	7.600497382198974492e+02	1.480692756042264691e+00
1.500000000000000000e+01	2.266847565143904220e+01	3.697737993420847857e+01	7.602823218997347112e+02	1.436891210514270822e+00
9.000000000000000000e+00	2.218488834395154541e+01	3.670999575265456372e+01	7.604103896103889610e+02	1.427967057520457939e+00
1.600000000000000000e+01	2.253020371802593047e+01	3.664385174743974005e+01	7.601058201058206123e+02	1.502023104050892011e+00
1.500000000000000000e+01	2.264167623312702204e+01	3.666623847123725710e+01	7.606279683377314313e+02	1.472612829732250272e+00
4.000000000000000000e+00	2.215747565736267788e+01	3.680470019722395136e+01	7.600615384615384755e+02	1.449952212891867820e+00
1.900000000000000000e+01	2.246714773336962878e+01	3.600576743924483480e+01	7.593066666666672972e+02	1.507674522957128005e+00
1.900000000000000000e+01	2.258572498863231104e+01	3.653463413742676380e+01	7.606746666666678038e+02	1.484309311197861136e+00
3.700000000000000000e+01	2.339277474162852855e+01	3.724528023852809611e+01	7.605518207282909771e+02	1.486305227030479736e+00
2.600000000000000000e+01	2.298589782100861711e+01	3.689311216138737137e+01	7.601847826086958548e+02	1.515391993356251854e+00
7.000000000000000000e+00	2.216161784932787171e+01	3.649797140872568235e+01	7.604418604651174292e+02	1.453864419940918529e+00
3.300000000000000000e+01	2.304578775684487013e+01	3.683694171634222414e+01	7.609390581717441364e+02	1.546607333641685234e+00
2.800000000000000000e+01	2.337502472345270021e+01	3.639956585452646465e+01	7.607650273224064676e+02	1.505325057574428582e+00
7.000000000000000000e+00	2.201465597551947440e+01	3.687701453755769876e+01	7.601266149870804156e+02	1.454417976556217518e+00
1.600000000000000000e+01	2.235308653080969776e+01	3.705007404713978048e+01	7.602539682539687647e+02	1.488333717962790681e+00
3.800000000000000000e+01	2.417191945504469786e+01	3.691144457432196191e+01	7.601685393258417207e+02	1.459235905062257643e+00
1.300000000000000000e+01	2.294834015325863064e+01	3.634671787033384049e+01	7.600892388451437682e+02	1.443316933079578313e+00
3.700000000000000000e+01	2.395143729120988141e+01	3.723036786142152721e+01	7.597450980392163729e+02	1.529885280732149244e+00
2.100000000000000000e+01	2.335945158806107003e+01	3.656844598357298537e+01	7.608042895442406461e+02	1.448258368507495897e+00
3.200000000000000000e+01	2.357653888075290993e+01	3.649655228656092731e+01	7.605552486187829118e+02	1.498313692059524582e+00
2.200000000000000000e+01	2.271640465459912406e+01	3.669067774032525620e+01	7.596827956989244512e+02	1.523095896744339539e+00
3.800000000000000000e+01	2.362422962453176467e+01	3.714159058563588189e+01	7.602893258426965986e+02	1.542564434181310506e+00
9.000000000000000000e+00	2.235048703795261105e+01	3.680628177555360026e+01	7.603246753246762637e+02	1.486857493507871109e+00
1.500000000000000000e+01	2.269844877342174172e+01	3.616910180061405100e+01	7.603799472295512487e+02	1.464613425735260988e+00
1.600000000000000000e+01	2.230824567136066960e+01	3.624954269343264457e+01	7.592407407407399660e+02	1.467909705248860996e+00
1.800000000000000000e+01	2.249497721715750842e+01	3.654915381791138884e+01	7.601143617021280079e+02	1.480892205621623381e+00
2.100000000000000000e+01	2.264730751402537479e+01	3.692405887317040936e+01	7.601635388739938435e+02	1.465308156263104733e+00
9.000000000000000000e+00	2.220624208415892653e+01	3.694076489892012205e+01	7.599428571428577470e+02	1.476754816198635023e+00
2.000000000000000000e+00	2.192378101316640482e+01	3.677760921494095214e+01	7.604336734693874860e+02	1.448551636360211559e+00
1.200000000000000000e+01	2.218148716167829093e+01	3.694677223397763299e+01	7.603298429319374918e+02	1.459265737029320276e+00
3.400000000000000000e+01	2.396596937372342495e+01	3.665181138467638533e+01	7.608166666666660376e+02	1.506071415383138268e+00
3.300000000000000000e+01	2.343554991887632255e+01	3.736030520362429286e+01	7.612465373961211981e+02	1.507522112549057880e+00
2.000000000000000000e+00	2.194033993866690579e+01	3.676102293059077653e+01	7.604311224489792949e+02	1.442050160767504918e+00
3.200000000000000000e+01	2.341076060087629429e+01	3.737272399034510784e+01	7.592790055248610770e+02	1.472803604029174318e+00
7.000000000000000000e+00	2.229343870574072639e+01	3.661529161274525279e+01	7.600025839793285058e+02	1.431201025262925697e+00
3.900000000000000000e+01	2.308893393071011246e+01	3.696930384388182489e+01	7.607239436619713615e+02	1.451640745503230745e+00
1.400000000000000000e+01	2.273589330392432828e+01	3.671629081321327703e+01	7.602368421052657368e+02	1.492904096178148787e+00
2.200000000000000000e+01	2.269218609947582976e+01	3.697236853894870734e+01	7.597903225806446699e+02	1.490130169295424301e+00
3.100000000000000000e+01	2.333594434220923830e+01	3.719616846440555946e+01	7.605289256198337853e+02	1.500465506459875753e+00
1.700000000000000000e+01	2.256114622861993979e+01	3.642281360666910928e+01	7.594986737400527090e+02	1.478473140075650338e+00
6.000000000000000000e+00	2.188323488409452722e+01	3.672692123331017200e+01	7.606314432989690886e+02	1.440113873694326863e+00
2.700000000000000000e+01	2.335453759399948126e+01	3.666136317969439062e+01	7.610408719346052067e+02	1.482611336881396680e+00
2.700000000000000000e+01	2.304420793010267232e+01	3.682565813942947841e+01	7.605803814713896145e+02	1.575858577613148626e+00
1.400000000000000000e+01	2.230793131315336808e+01	3.680707959120513095e+01	7.604315789473681662e+02	1.493228441225146419e+00
9.000000000000000000e+00	2.206022769224422220e+01	3.687748228407270545e+01	7.599012987012989697e+02	1.488077055429832818e+00
3.400000000000000000e+01	2.336479507774696174e+01	3.645101725536110848e+01	7.599027777777748724e+02	1.424873843087365088e+00
2.800000000000000000e+01	2.345739361200777751e+01	3.663828191269325174e+01	7.599508196721319564e+02	1.454915761577309841e+00
1.000000000000000000e+01	2.229829812377655429e+01	3.626917960866502710e+01	7.595703124999987494e+02	1.464845922198395156e+00
2.600000000000000000e+01	2.284344300414297635e+01	3.631839570943187567e+01	7.598233695652180586e+02	1.432670522910040711e+00
1.500000000000000000e+01	2.247638384367154885e+01	3.655385107259081678e+01	7.595514511873353740e+02	1.450287222190135727e+00
1.800000000000000000e+01	2.289727785859270881e+01	3.681238209486075874e+01	7.601462765957440979e+02	1.472104097464417727e+00
3.900000000000000000e+01	2.333512906730033620e+01	3.690665590041988509e+01	7.602957746478840590e+02	1.473781815243005555e+00
3.000000000000000000e+01	2.272539386173277975e+01	3.638612215226675062e+01	7.608021978021978384e+02	1.487349848780208816e+00
5.000000000000000000e+00	2.200884311493767242e+01	3.680238139217234306e+01	7.602236503856044010e+02	1.439264489575793560e+00
3.700000000000000000e+01	2.368692096324980056e+01	3.617854648100797021e+01	7.604621848739485586e+02	1.455670300989233334e+00
5.000000000000000000e+00	2.226567558549451675e+01	3.674862181073114442e+01	7.602982005141391255e+02	1.422399365762007095e+00
1.700000000000000000e+01	2.280006765574599470e+01	3.722819826136364441e+01	7.605941644562331021e+02	1.439371777300939348e+00
5.000000000000000000e+00	2.204651829818914521e+01	3.663794320433139973e+01	7.604061696658103529e+02	1.478862559496909812e+00
1.000000000000000000e+00	2.196779878990409784e+01	3.676938798026841937e+01	7.603486005089058608e+02	1.450436778473092270e+00
1.800000000000000000e+01	2.284796125114035092e+01	3.731717988555384125e+01	7.604494680851061048e+02	1.457318766229621643e+00
7.000000000000000000e+00	2.240391111303709692e+01	3.693764366957702805e+01	7.601705426356597854e+02	1.446353212058433479e+00
3.200000000000000000e+01	2.343252232460698536e+01	3.722453099370110152e+01	7.600745856353606769e+02	1.574759920144846559e+00
2.400000000000000000e+01	2.250618704456422847e+01	3.692609057406657769e+01	7.602243243243245843e+02	1.492537639202204280e+00
2.100000000000000000e+01	2.295115196115932932e+01	3.701003375566516240e+01	7.600053619302942707e+02	1.537174392079028395e+00
1.000000000000000000e+01	2.243336521063665501e+01	3.693233895001798572e+01	7.599296874999996589e+02	1.493397543498147018e+00
2.400000000000000000e+01	2.271891395931481128e+01	3.658429023753547682e+01	7.600567567567567266e+02	1.453852512131181607e+00
3.000000000000000000e+00	2.192066113545852701e+01	3.689150574428557405e+01	7.602455242966760807e+02	1.444298111031248943e+00
2.900000000000000000e+01	2.355616388852818588e+01	3.743616482066177298e+01	7.598986301369840248e+02	1.511587636158145731e+00
2.200000000000000000e+01	2.278512069460107625e+01	3.673652884718637068e+01	7.598279569892465588e+02	1.482227012155022505e+00
3.000000000000000000e+01	2.290301747295868395e+01	3.692138468698698262e+01	7.610302197802201363e+02	1.521078826345607204e+00
2.300000000000000000e+01	2.273864432955683768e+01	3.661364030268740777e+01	7.604366576819421653e+02	1.451199026156103411e+00
3.400000000000000000e+01	2.346567456964901410e+01	3.692172557511973707e+01	7.600083333333321889e+02	1.537101674409173890e+00
1.200000000000000000e+01	2.283542626958061561e+01	3.686851813101232977e+01	7.607486910994770142e+02	1.467678964902005889e+00
1.500000000000000000e+01	2.243538635385596081e+01	3.661035146027364107e+01	7.605277044854881296e+02	1.460630077017336381e+00
3.500000000000000000e+01	2.327819369444531006e+01	3.648696172636631019e+01	7.610724233983283966e+02	1.506396430447672907e+00
2.700000000000000000e+01	2.250166964054265506e+01	3.677495459682680945e+01	7.602915531335142987e+02	1.526564691914743310e+00
3.100000000000000000e+01	2.387785446186279614e+01	3.630637699071822055e+01	7.607300275482125471e+02	1.451758677803293596e+00
4.000000000000000000e+00	2.203321866945441698e+01	3.687964290074613416e+01	7.602256410256411527e+02	1.454262278837135991e+00
2.500000000000000000e+01	2.349265611429490264e+01	3.694384227479642391e+01	7.599214092140929324e+02	1.416073236475504427e+00
1.400000000000000000e+01	2.215756718688769311e+01	3.645939902149109457e+01	7.600657894736849585e+02	1.404239849938223816e+00
1.500000000000000000e+01	2.237930591715444351e+01	3.662496077005467043e+01	7.599894459102922610e+02	1.495768743637255316e+00
2.000000000000000000e+01	2.265056858828738839e+01	3.669480803174654682e+01	7.598770053475940358e+02	1.449817756802306290e+00
2.000000000000000000e+01	2.286989662377209953e+01	3.714440206035283154e+01	7.608155080213913379e+02	1.501591379336812082e+00
1.600000000000000000e+01	2.277807825095185379e+01	3.654632518912873707e+01	7.602433862433858849e+02	1.435559415479893408e+00
1.200000000000000000e+01	2.227983563933445410e+01	3.663866228038433093e+01	7.603560209424081222e+02	1.445660681477047182e+00
1.600000000000000000e+01	2.272526492216999472e+01	3.638275370974433542e+01	7.606931216931208155e+02	1.470439037627444323e+00
7.000000000000000000e+00	2.217423935994203177e+01	3.675591148043685763e+01	7.604134366925070481e+02	1.469120260125218680e+00
3.300000000000000000e+01	2.306398105753330086e+01	3.677298704662219109e+01	7.602825484764535986e+02	1.470962812954224264e+00
3.200000000000000000e+01	2.380768981197653389e+01	3.673033470112076770e+01	7.601436464088403682e+02	1.548695728848618280e+00
8.000000000000000000e+00	2.237432433863934378e+01	3.646854264716659344e+01	7.605077720207259517e+02	1.420673627417947671e+00
2.900000000000000000e+01	2.287603957886033967e+01	3.712767865655575150e+01	7.609369863013698705e+02	1.496472797391054099e+00
2.300000000000000000e+01	2.246805540124899991e+01	3.628561457394260970e+01	7.613611859838265445e+02	1.471518427535426055e+00
1.200000000000000000e+01	2.265576007480797216e+01	3.703164354383315526e+01	7.606099476439793534e+02	1.480331466277417629e+00
2.100000000000000000e+01	2.307252473938585169e+01	3.628147489335424325e+01	7.592144772117959519e+02	1.463135144905145069e+00
3.200000000000000000e+01	2.338044972542064315e+01	3.651589154682811511e+01	7.602651933701654343e+02	1.513046066759034414e+00
1.000000000000000000e+01	2.234193097956688234e+01	3.676047413317908763e+01	7.603359374999995453e+02	1.418555223338111793e+00
1.900000000000000000e+01	2.287614875406418591e+01	3.689392323344708302e+01	7.603946666666663532e+02	1.422662005290768805e+00
1.300000000000000000e+01	2.244003705786044733e+01	3.679377300587690058e+01	7.604671916010502173e+02	1.439846715600571869e+00
2.100000000000000000e+01	2.326853521782282996e+01	3.683208410255316778e+01	7.599410187667563150e+02	1.435702763330654941e+00
1.200000000000000000e+01	2.221672066632102016e+01	3.656641731793419581e+01	7.605759162303670564e+02	1.442472299858048590e+00
1.000000000000000000e+00	2.191443238915817560e+01	3.678033670280001388e+01	7.602035623409668688e+02	1.439216762574232700e+00
1.400000000000000000e+01	2.262887454251865549e+01	3.656022343576783129e+01	7.600078947368435820e+02	1.495984867063099077e+00
3.000000000000000000e+00	2.199469633040834182e+01	3.652134009396258563e+01	7.602020460358062337e+02	1.449378336546469859e+00
3.000000000000000000e+01	2.348922735326327427e+01	3.696353942590760511e+01	7.610412087912055767e+02	1.480407652690372888e+00
1.000000000000000000e+01	2.217489230107053899e+01	3.658922402611101887e+01	7.597786458333335986e+02	1.470885115291330703e+00
3.400000000000000000e+01	2.352116335022914484e+01	3.670951946627058504e+01	7.604916666666666742e+02	1.428937752190182264e+00
2.000000000000000000e+00	2.170783681135354826e+01	3.676747828437466836e+01	7.601734693877552900e+02	1.426936967353720442e+00
4.000000000000000000e+00	2.193780645792082495e+01	3.690296318251779439e+01	7.603948717948726426e+02	1.450536629848244496e+00
6.000000000000000000e+00	2.201461811735364549e+01	3.679943974858029065e+01	7.604304123711330021e+02	1.442858774348374729e+00
3.900000000000000000e+01	2.427054432916228777e+01	3.592318879160924183e+01	7.608000000000008640e+02	1.481876686796081311e+00
1.100000000000000000e+01	2.217357750267526839e+01	3.667309388491604238e+01	7.604490861618791087e+02	1.483095623382048256e+00
1.600000000000000000e+01	2.339392788886304686e+01	3.648119640299962896e+01	7.598201058201040041e+02	1.497484624919781737e+00
3.800000000000000000e+01	2.442147519508845832e+01	3.753549050692013367e+01	7.611179775280882041e+02	1.560781518581234151e+00
3.500000000000000000e+01	2.344856489277732337e+01	3.750969903771601111e+01	7.610139275766001674e+02	1.514003885951805684e+00
1.400000000000000000e+01	2.258802774395268287e+01	3.715439999593831288e+01	7.604236842105269716e+02	1.468719440378833507e+00
1.800000000000000000e+01	2.264655970929906204e+01	3.615400831869192189e+01	7.607047872340422145e+02	1.474432680191274825e+00
7.000000000000000000e+00	2.217821131189415595e+01	3.666960525634144119e+01	7.603824289405678201e+02	1.446501707737281039e+00
9.000000000000000000e+00	2.244570996501512994e+01	3.673973263544350232e+01	7.607506493506485867e+02	1.466148975122224307e+00
3.200000000000000000e+01	2.287149455452977875e+01	3.727397969065273031e+01	7.602651933701647522e+02	1.454518445330846399e+00
1.400000000000000000e+01	2.248582080341331846e+01	3.687847039869379984e+01	7.598999999999994088e+02	1.480423205878384163e+00
2.100000000000000000e+01	2.287630365285090761e+01	3.659305378373789353e+01	7.605898123324402604e+02	1.425805673393735429e+00
3.000000000000000000e+00	2.201252557185397762e+01	3.683499962928940619e+01	7.604245524296675285e+02	1.446374172244562217e+00
3.900000000000000000e+01	2.303197237347884752e+01	3.664410715475078462e+01	7.600309859154921241e+02	1.463657897733378288e+00
3.000000000000000000e+00	2.209205681595109994e+01	3.669720435043487328e+01	7.606010230179032305e+02	1.444346373027856956e+00
2.700000000000000000e+01	2.318404623873828641e+01	3.637385026532059129e+01	7.601389645776573616e+02	1.512685771312874738e+00
3.600000000000000000e+01	2.363381947484514356e+01	3.673642684408096670e+01	7.592346368715078597e+02	1.450744351426547452e+00
1.100000000000000000e+01	2.220979218971102753e+01	3.633009428473789626e+01	7.600391644908622766e+02	1.445764914718220107e+00
1.900000000000000000e+01	2.288129095868474039e+01	3.684031472901912707e+01	7.601119999999997390e+02	1.476501580820891668e+00
3.300000000000000000e+01	2.434879645668344494e+01	3.656100644458089732e+01	7.601800554016638216e+02	1.509354453877117974e+00
2.300000000000000000e+01	2.268378394479853455e+01	3.693283704163507508e+01	7.601185983827496102e+02	1.454001058796098755e+00
2.500000000000000000e+01	2.343880793452362354e+01	3.665849421299635225e+01	7.594390243902420252e+02	1.502554167235754745e+00
4.000000000000000000e+00	2.206085297384272437e+01	3.677035446911616390e+01	7.599974358974368442e+02	1.456308723286165563e+00
2.000000000000000000e+00	2.194570141831568577e+01	3.664779403997820850e+01	7.600204081632649604e+02	1.438130986137488021e+00
3.600000000000000000e+01	2.318764038592814458e+01	3.693265044416407505e+01	7.604832402234646906e+02	1.577054786559714872e+00
9.000000000000000000e+00	2.213329646709017950e+01	3.687615756549807600e+01	7.603792207792216686e+02	1.457688989527656354e+00
3.800000000000000000e+01	2.296617230673995635e+01	3.710671084638469353e+01	7.595702247191021570e+02	1.515757823249430869e+00
1.600000000000000000e+01	2.253844343252364979e+01	3.690363588959382923e+01	7.606957671957687808e+02	1.418931290432912995e+00
3.600000000000000000e+01	2.340850236972755027e+01	3.711229445110694058e+01	7.606983240223462417e+02	1.471527196657596903e+00
1.700000000000000000e+01	2.319855323809307635e+01	3.610184486009170257e+01	7.598779840848804952e+02	1.463814999360715241e+00
2.000000000000000000e+00	2.207062599858840812e+01	3.676392225810666048e+01	7.604234693877557447e+02	1.441262402197052150e+00
3.600000000000000000e+01	2.370399864624223696e+01	3.619258382766192028e+01	7.607374301675984043e+02	1.480166726154592327e+00
2.100000000000000000e+01	2.281040368185901457e+01	3.656368225351221923e+01	7.606970509383371564e+02	1.445854425007489619e+00
2.200000000000000000e+01	2.286494981230946522e+01	3.685035579740783618e+01	7.607204301075272497e+02	1.426912253180004031e+00
1.500000000000000000e+01	2.265259834191925137e+01	3.644971296044239750e+01	7.601213720316610534e+02	1.427021339249745058e+00
3.100000000000000000e+01	2.337970267641441069e+01	3.659747151462371306e+01	7.605674931129483411e+02	1.446004209279003083e+00
2.100000000000000000e+01	2.285961128184508340e+01	3.628910255532012030e+01	7.599571045576414008e+02	1.524677079403305324e+00
2.000000000000000000e+00	2.198575451365603683e+01	3.683224575509368037e+01	7.603469387755108073e+02	1.440240024011605779e+00
3.200000000000000000e+01	2.285756207570075205e+01	3.583427171229440233e+01	7.605165745856329522e+02	1.447233497799745416e+00
3.900000000000000000e+01	2.442300249452778615e+01	3.707783927689818171e+01	7.600056338028167602e+02	1.539970319836880597e+00
2.000000000000000000e+01	2.238542469121834344e+01	3.631479655060027767e+01	7.600748663101610418e+02	1.446918982936324927e+00
5.000000000000000000e+00	2.224900090425079213e+01	3.688616074028010416e+01	7.604781491002570419e+02	1.447614054904255543e+00
2.500000000000000000e+01	2.314727188357820253e+01	3.672266198275792703e+01	7.597073170731684968e+02	1.441953113017083288e+00
1.500000000000000000e+01	2.271837006971564676e+01	3.648128853569525631e+01	7.608311345646444579e+02	1.443181735521941400e+00
8.000000000000000000e+00	2.201056416962330431e+01	3.625543438331447277e+01	7.596632124352331630e+02	1.460359094704803296e+00
3.000000000000000000e+01	2.328420644927539129e+01	3.702868398537471961e+01	7.605137362637356091e+02	1.471437423568775049e+00
2.400000000000000000e+01	2.301648990589212218e+01	3.686328016329132140e+01	7.608783783783798071e+02	1.491173991940366150e+00
9.000000000000000000e+00	2.237016940407376708e+01	3.691852699325507103e+01	7.603766233766242522e+02	1.454403307923952227e+00
1.400000000000000000e+01	2.277856002547019898e+01	3.695869625043605566e+01	7.601236842105275855e+02	1.474432680191276601e+00
3.600000000000000000e+01	2.303881756614867982e+01	3.725166265534630838e+01	7.599720670391077419e+02	1.504775964740419747e+00
1.800000000000000000e+01	2.254116234802681618e+01	3.668817033408284800e+01	7.603085106382978893e+02	1.489791439528794337e+00
2.900000000000000000e+01	2.281332510175189299e+01	3.675409094714668612e+01	7.603698630136983638e+02	1.505368552539892546e+00
5.000000000000000000e+00	2.225548698705951978e+01	3.686553598425553702e+01	7.601491002570696764e+02	1.457115314028395670e+00
2.800000000000000000e+01	2.343273673059057671e+01	3.671895809528875532e+01	7.601366120218578999e+02	1.485657098924954234e+00
1.000000000000000000e+01	2.221465420885635211e+01	3.628134271210287665e+01	7.594479166666675383e+02	1.463301013330395861e+00
1.000000000000000000e+00	2.186023554217570464e+01	3.664863527623789707e+01	7.600992366412215233e+02	1.441557039794939987e+00
2.500000000000000000e+01	2.276725337161366980e+01	3.656736825209492281e+01	7.606775067750672861e+02	1.426815558525531991e+00
3.500000000000000000e+01	2.324613261522874552e+01	3.588734702845361113e+01	7.602952646239576779e+02	1.530381219007917126e+00
1.800000000000000000e+01	2.330087265890829684e+01	3.655380674298942267e+01	7.592579787234042215e+02	1.451028175686456700e+00
2.800000000000000000e+01	2.340653228107045791e+01	3.718782832503525526e+01	7.605628415300540155e+02	1.463748070583521521e+00
7.000000000000000000e+00	2.235818867969011947e+01	3.643552858852260101e+01	7.610077519379844944e+02	1.439746538395134223e+00
2.600000000000000000e+01	2.304189999356417928e+01	3.694301453530916746e+01	7.598559782608706428e+02	1.453362304197257648e+00
2.000000000000000000e+01	2.343463901215567802e+01	3.683063451794598109e+01	7.602459893048137474e+02	1.495258729316565116e+00
1.900000000000000000e+01	2.294978242531322721e+01	3.703804708074670771e+01	7.600986666666660767e+02	1.483042700328377705e+00
3.600000000000000000e+01	2.387613930289936803e+01	3.751505632846781424e+01	7.606256983240214140e+02	1.528349553747597067e+00
2.100000000000000000e+01	2.314104717847481396e+01	3.626361481672511644e+01	7.612949061662179702e+02	1.456824511925731036e+00
7.000000000000000000e+00	2.213845972428827835e+01	3.679809733237642178e+01	7.602506459948323254e+02	1.467840545866712976e+00
2.600000000000000000e+01	2.297819129532613758e+01	3.646873165018940455e+01	7.592690217391311762e+02	1.470399941911351371e+00
1.000000000000000000e+00	2.189416798686244547e+01	3.678376711428142443e+01	7.602086513994909183e+02	1.438015646098181222e+00
3.300000000000000000e+01	2.399010212567339551e+01	3.750904546845420384e+01	7.603601108033241189e+02	1.535379407273538055e+00
1.700000000000000000e+01	2.336675671010402411e+01	3.695262221524901491e+01	7.601352785145867301e+02	1.452843170878653334e+00
3.800000000000000000e+01	2.388865014257164532e+01	3.701030505010125182e+01	7.594353932584285758e+02	1.438529241062104891e+00
8.000000000000000000e+00	2.212790446120949994e+01	3.682871822405142836e+01	7.602046632124366852e+02	1.435309649108375218e+00
2.000000000000000000e+01	2.284139274476236636e+01	3.632999436640988478e+01	7.605427807486629490e+02	1.489684432790417290e+00
1.100000000000000000e+01	2.227123376473817018e+01	3.673642974954110940e+01	7.603211488250663024e+02	1.478057829352092289e+00
2.300000000000000000e+01	2.271361063565827010e+01	3.716366725410692595e+01	7.601778975741249269e+02	1.483496689076254871e+00
